-1.562377 53.807817
-1.562578 53.807866

-1.554711 53.807613
-1.554926 53.807634

-1.554926 53.807634
-1.554915 53.807660

-1.555058 53.804074
-1.554946 53.804074

-1.554946 53.804074
-1.554947 53.804646

-1.554947 53.804646
-1.554973 53.804638

-1.555344 53.804849
-1.555335 53.804747

-1.555335 53.804747
-1.555337 53.804634

-1.555337 53.804634
-1.555334 53.804071

-1.555334 53.804071
-1.555181 53.804071

-1.556291 53.805410
-1.556289 53.805399

-1.556054 53.805110
-1.556098 53.805114

-1.556098 53.805114
-1.556098 53.805232

-1.554422 53.804659
-1.554422 53.804779

-1.554422 53.804779
-1.554401 53.804780

-1.554401 53.804780
-1.554400 53.804787

-1.556024 53.805705
-1.556026 53.805809

-1.556026 53.805809
-1.556134 53.805909

-1.553554 53.805049
-1.553555 53.805083

-1.556450 53.806222
-1.556398 53.806540

-1.553925 53.805007
-1.554359 53.805007

-1.554359 53.805007
-1.554359 53.804969

-1.554359 53.804969
-1.554387 53.804970

-1.558447 53.807974
-1.558503 53.807848

-1.554985 53.806868
-1.554985 53.806964

-1.556667 53.807683
-1.556762 53.807581

-1.555314 53.806754
-1.555212 53.806754

-1.553092 53.806642
-1.552901 53.806640

-1.553971 53.806772
-1.554067 53.806811

-1.557267 53.810101
-1.557486 53.810234

-1.557558 53.809760
-1.557703 53.809637

-1.557559 53.807785
-1.557605 53.807712

-1.554640 53.809671
-1.554546 53.809735

-1.553391 53.807129
-1.553391 53.807237

-1.552699 53.807511
-1.552692 53.807246

-1.553391 53.806878
-1.553372 53.806791

-1.552282 53.804569
-1.552334 53.804409

-1.552950 53.804592
-1.552999 53.804489

-1.552821 53.804381
-1.552673 53.804381

-1.552673 53.804381
-1.552631 53.804438

-1.551629 53.805530
-1.551629 53.805543

-1.554584 53.805081
-1.554585 53.805090

-1.558053 53.806327
-1.558232 53.806369

-1.558232 53.806369
-1.558205 53.806408

-1.558078 53.806294
-1.558053 53.806327

-1.558053 53.806327
-1.557770 53.806260

-1.557472 53.807390
-1.557546 53.807266

-1.554587 53.806369
-1.554493 53.806511

-1.554469 53.805931
-1.554397 53.805929

-1.554456 53.806637
-1.554526 53.806635

-1.554574 53.807428
-1.554604 53.807332

-1.556347 53.807182
-1.556363 53.807154

-1.551925 53.805357
-1.551925 53.805337

-1.552476 53.805357
-1.552476 53.805335

-1.552468 53.805530
-1.552468 53.805557

-1.553038 53.805357
-1.553038 53.805334

-1.553034 53.805531
-1.553034 53.805561

-1.553572 53.805357
-1.553572 53.805334

-1.553569 53.805526
-1.553569 53.805567

-1.554313 53.805709
-1.554400 53.805709

-1.556367 53.806939
-1.556318 53.807032

-1.556815 53.807035
-1.556768 53.807101

-1.555776 53.806835
-1.555717 53.806940

-1.554188 53.805658
-1.554314 53.805658

-1.554456 53.806604
-1.554517 53.806599

-1.558721 53.803084
-1.558629 53.803237

-1.558629 53.803237
-1.558560 53.803378

-1.558560 53.803378
-1.558404 53.803683

-1.556371 53.810710
-1.556650 53.810858

-1.556650 53.810858
-1.556839 53.811000

-1.548899 53.806993
-1.548861 53.806970

-1.548861 53.806970
-1.548736 53.806895

-1.560578 53.810648
-1.560712 53.810541

-1.560712 53.810541
-1.560972 53.810480

-1.560972 53.810480
-1.561139 53.810491

-1.561139 53.810491
-1.561235 53.810524

-1.561235 53.810524
-1.561324 53.810554

-1.561324 53.810554
-1.561455 53.810687

-1.561455 53.810687
-1.561455 53.810818

-1.561455 53.810818
-1.561337 53.810943

-1.561337 53.810943
-1.561195 53.811000

-1.561195 53.811000
-1.560730 53.810992

-1.560730 53.810992
-1.560664 53.810936

-1.560664 53.810936
-1.560558 53.810819

-1.560558 53.810819
-1.560578 53.810648

-1.560972 53.810480
-1.560940 53.810354

-1.560940 53.810354
-1.560672 53.809620

-1.560672 53.809620
-1.560271 53.808770

-1.560271 53.808770
